product_id,product_category,original_price,discount_applied,units_sold
40516,Printers & Scanners,245.0,20,127
28727,Phones,179.99,30,164
26687,Other Electronics,7.29,20,662
37425,Power & Batteries,23.26,0,19946
17639,Laptops,369.0,10,47
9367,Cameras,49.0,30,291
13420,Other Electronics,40.99,10,131
19760,Laptops,349.0,30,76
41305,Laptops,429.0,5,54
42302,Printers & Scanners,239.99,0,98
31650,Speakers,109.99,30,144
31925,Power & Batteries,7.79,0,478
40832,Chargers & Cables,1099.99,15,53
258,Phones,61.99,10,7936
34072,Power & Batteries,40.99,5,216
12291,Storage,26.99,15,231
4367,Other Electronics,69.0,30,690
10078,Other Electronics,21.6,20,372
27791,Phones,39.99,30,560
25587,Cameras,49.95,40,181
12050,Phones,199.99,10,50
34403,Wearables,699.99,30,67
34051,Other Electronics,206.96,0,112
3043,Phones,119.99,30,1390
28854,TV & Display,45.99,10,113
33615,Laptops,29.99,10,247
26173,Other Electronics,7.29,20,674
38841,Phones,448.0,5,2122
30061,Laptops,539.99,5,57
8963,Phones,209.99,5,205
18195,Power & Batteries,28.91,15,207
24880,Power & Batteries,16.61,5,1057
19916,Cameras,66.22,15,118
33555,Speakers,109.99,30,130
4010,Cameras,149.95,20,637
4510,Speakers,104.99,10,551
15439,Storage,26.99,15,211
8776,Phones,149.95,30,256
41464,Cameras,89.99,20,267
42606,Other Electronics,169.95,15,127
10458,Power & Batteries,25.47,40,32310
20409,Cameras,66.22,20,137
8937,Laptops,596.9,40,77
27966,Power & Batteries,23.26,30,28736
20475,Power & Batteries,25.49,40,347
23988,Printers & Scanners,14.99,5,333
7439,Power & Batteries,89.99,40,515
75,Laptops,21.44,5,42484
41790,Other Electronics,12.23,30,668
27771,Wearables,699.99,40,99
6663,Other Electronics,78.92,20,388
8736,Other Electronics,169.0,40,141
7056,Phones,29.99,40,666
35476,Cameras,769.0,0,46
20286,Cameras,130.0,20,107
6075,Power & Batteries,25.47,15,23830
14356,Phones,199.99,20,79
1200,Laptops,349.99,30,1424
28834,Other Electronics,77.0,10,108
31225,Phones,39.99,0,408
12811,TV & Display,179.99,20,45
16236,Power & Batteries,25.47,0,20022
5957,TV & Display,47.99,0,502
27294,Wearables,699.99,40,73
8034,Chargers & Cables,13.52,20,377
39088,Phones,13.99,20,512
34863,Phones,27.99,5,346
5161,TV & Display,288.48,20,229
27213,Headphones,199.95,20,149
12035,Phones,185.0,5,107
29587,Other Electronics,206.96,5,89
5399,Networking,329.99,10,130
32258,Power & Batteries,7.79,40,822
2084,Cameras,69.95,20,643
6270,Phones,119.99,15,1222
8682,Wearables,679.0,0,49
12396,Power & Batteries,25.47,30,28485
27688,Speakers,109.99,5,100
5361,Power & Batteries,25.47,30,28474
5429,Other Electronics,24.19,20,851
16584,Power & Batteries,25.47,15,23825
18299,Power & Batteries,25.49,0,190
24042,Laptops,24.99,20,410
32199,Power & Batteries,40.99,15,244
19035,Storage,93.99,40,158
29101,Wearables,699.99,0,53
9141,Other Electronics,130.0,15,112
33659,Laptops,44.99,5,10465
3511,Cameras,69.95,20,636
24691,Other Electronics,475.0,15,54
33333,Other Electronics,82.99,15,114
33219,Cameras,23.99,20,498
15207,Other Electronics,40.99,0,115
41551,Printers & Scanners,245.0,20,126
38669,Laptops,139.99,15,135
39641,Cameras,49.99,30,323
7591,Phones,172.9,40,156
7263,Phones,36.99,10,454
31329,Power & Batteries,23.26,30,28632
19658,Chargers & Cables,59.95,0,210
6344,Laptops,36.11,15,647
13931,Headphones,99.99,10,104
16247,Laptops,369.0,40,57
40817,Laptops,282.04,0,86
32037,Cameras,23.99,30,589
10528,Laptops,149.99,5,48
40509,Laptops,79.99,20,240
14301,Other Electronics,10.6,0,274
22908,Storage,199.99,0,91
20202,Phones,119.99,15,1252
6384,Laptops,329.0,10,108
36950,Networking,799.99,30,69
4913,Phones,68.99,0,497
35758,Other Electronics,19.88,20,423
33083,Phones,39.99,0,403
487,Laptops,119.99,0,3940
24049,Power & Batteries,17.99,15,107447
34665,Laptops,949.0,0,42
2329,Other Electronics,299.0,10,571
39718,Laptops,34.99,15,353
15548,Headphones,99.99,5,108
21885,Printers & Scanners,14.99,40,443
14458,Chargers & Cables,579.99,5,61
540,Storage,251.99,40,3294
36260,Phones,57.99,30,263
261,Other Electronics,10.7,30,28568
12184,Speakers,199.99,30,79
13504,Laptops,50.5,15,120
7772,Cameras,39.57,10,558
25282,Power & Batteries,16.61,15,1154
42059,Storage,21.39,15,319
38406,Power & Batteries,23.26,40,32146
4516,Cameras,869.0,15,233
30258,Wearables,699.99,15,69
40416,Phones,219.99,0,120
8255,Speakers,204.98,30,144
15141,Power & Batteries,112.08,30,149
2042,Chargers & Cables,19.99,40,3256
17830,Laptops,389.99,20,46
7505,Laptops,79.99,5,214
41239,Cameras,499.99,30,59
19731,Printers & Scanners,27.33,40,307
5794,Cameras,69.95,10,551
17296,Phones,119.99,0,963
33961,Power & Batteries,7.79,5,553
5150,Printers & Scanners,219.99,20,381
35561,Phones,119.99,15,126
6038,Laptops,115.78,20,492
22274,Printers & Scanners,80.05,5,108
6562,Laptops,239.0,30,275
1071,Printers & Scanners,44.99,5,3112
18490,Chargers & Cables,59.95,40,318
6305,Power & Batteries,69.99,0,531
41659,Laptops,282.04,40,163
37194,Other Electronics,89.95,0,105
37773,Laptops,25.99,10,530
25944,Other Electronics,54.99,15,124
33135,Cameras,23.99,30,548
21283,Chargers & Cables,59.95,30,321
14380,TV & Display,179.99,20,70
27602,Phones,238.0,15,68
32784,Laptops,739.0,20,66
32526,TV & Display,79.0,15,112
11589,Other Electronics,599.0,40,81
7939,Phones,119.99,5,1048
10071,Phones,9.75,5,416
4604,Headphones,21.13,15,1250
42377,Other Electronics,12.23,10,556
5781,Cameras,61.99,5,539
38013,Smart Home,184.95,10,133
7621,Power & Batteries,16.19,5,1136
26465,Phones,26.66,30,147
15310,Laptops,29.95,40,94
15890,Networking,89.99,0,105
39288,Laptops,34.99,0,279
1121,Laptops,90.89,40,3309
39054,Laptops,559.0,30,60
40606,Printers & Scanners,229.99,15,123
12548,Other Electronics,27.49,20,243
12108,Power & Batteries,6.95,40,962
13017,Other Electronics,40.99,0,89
19798,Storage,93.99,5,107
37023,Phones,18.98,5,571
11733,Power & Batteries,112.08,0,107
8240,Laptops,89.99,0,186
32601,Cameras,23.99,20,521
2263,Laptops,296.99,0,496
40273,Printers & Scanners,229.99,15,129
2007,Phones,229.99,20,659
29237,Laptops,38.99,30,294
23226,Cameras,49.95,30,135
17261,Phones,29.99,40,454
34066,Laptops,29.99,0,187
15858,Speakers,199.99,5,65
5321,Phones,9.98,30,1458
37160,Smart Home,184.95,0,102
41773,Other Electronics,169.95,15,128
20508,Cameras,66.22,15,126
16848,Power & Batteries,28.91,5,229
6882,TV & Display,36.99,20,517
14042,Phones,24.96,5,543
4789,Phones,102.99,40,806
12432,Power & Batteries,112.08,40,160
41754,Other Electronics,24.49,40,646
4868,Phones,119.99,0,1030
39136,Other Electronics,212.06,5,97
8320,Phones,19.99,20,402
11992,Phones,23.99,10,1130
11235,Power & Batteries,25.47,5,21175
25676,Storage,199.99,40,152
38009,Laptops,949.0,30,80
23130,Cameras,49.95,20,119
27827,Phones,179.95,10,10103
8306,Laptops,34.99,20,379
5669,Gaming,189.99,20,393
34653,Laptops,99.99,40,347
38750,Laptops,139.99,30,127
20162,Other Electronics,14.29,40,340
15352,Other Electronics,40.99,10,108
23756,Phones,79.99,5,1060
14602,Power & Batteries,25.99,10,231
29292,Cameras,74.99,5,245
8734,Phones,139.99,30,95
33665,Other Electronics,206.96,20,126
36286,Smart Home,184.95,5,105
27839,Phones,109.99,15,237
38149,Other Electronics,20.95,10,351
5834,Laptops,119.99,10,358
37739,Laptops,949.0,0,52
27628,Other Electronics,77.0,20,123
41312,Laptops,649.99,20,121
22267,Phones,8.99,30,693
19606,Laptops,389.99,5,57
39650,Other Electronics,24.99,30,477
17469,Chargers & Cables,59.95,30,308
39695,Laptops,99.99,15,243
17493,Storage,6.5,20,638
13213,Other Electronics,40.99,15,101
7599,Other Electronics,139.99,0,198
30224,Phones,39.99,10,444
27471,Chargers & Cables,34.99,30,450
16237,Power & Batteries,16.61,30,1397
4187,Storage,59.99,15,128
5369,Laptops,489.99,40,162
21890,Printers & Scanners,80.05,20,124
7052,Cameras,23.99,10,580
29954,Power & Batteries,40.99,30,268
30978,Networking,143.95,15,230
26598,Laptops,145.0,15,104
32234,Phones,238.0,5,48
7949,Laptops,246.0,10,66
4359,Power & Batteries,25.47,15,24078
31915,Cameras,74.99,5,220
32181,Other Electronics,206.96,40,158
25733,Cameras,269.95,20,128
39567,Laptops,45.99,15,218
36730,Laptops,45.99,5,218
7733,Chargers & Cables,1099.99,40,101
5073,Power & Batteries,25.47,5,21152
7066,Cameras,54.59,10,440
3597,Cameras,99.99,40,649
19200,Cameras,115.13,30,155
7320,Other Electronics,49.99,5,330
35601,Phones,25.99,40,479
9774,Phones,105.0,15,149
36243,Phones,29.99,0,98
3435,Power & Batteries,159.99,20,627
40988,Other Electronics,149.99,15,96
27193,Phones,23.99,15,1191
8241,Phones,54.95,20,271
29307,Phones,39.99,20,508
27938,Chargers & Cables,34.99,5,326
18508,Cameras,66.01,15,111
8074,Laptops,79.99,5,175
23673,Laptops,39.99,10,106
22224,Laptops,24.99,5,320
36842,Smart Home,184.95,10,127
2980,Other Electronics,69.99,30,1415
4405,Laptops,22.99,0,989
34534,Power & Batteries,44.99,15,248
13584,Cameras,122.0,40,164
25767,Laptops,16.87,10,320
24311,Laptops,16.87,0,334
31734,Phones,32.99,20,519
14563,Speakers,149.95,30,127
8623,Other Electronics,24.99,40,472
18412,TV & Display,24.99,5,197
13963,Storage,26.99,0,195
25535,Phones,48.62,10,115
42443,Laptops,429.0,15,55
26001,Laptops,43.99,30,309
25441,Laptops,24.99,20,351
20253,Laptops,389.99,20,60
16992,Other Electronics,14.29,0,194
42570,Power & Batteries,23.26,40,32367
34659,Phones,27.99,0,284
22379,Storage,199.99,5,116
11959,Phones,24.96,40,764
38931,Cameras,769.0,40,86
20876,Cameras,66.22,20,131
29833,Speakers,109.99,30,151
40400,Chargers & Cables,1099.99,30,67
35335,Networking,89.99,20,117
6867,TV & Display,43.99,5,459
7478,Printers & Scanners,53.49,15,354
13914,Cameras,122.0,5,110
37691,Phones,25.99,40,448
17031,Power & Batteries,25.47,10,22668
32115,Power & Batteries,40.99,10,241
16095,Cameras,66.01,0,105
24138,Other Electronics,475.0,5,55
1969,Power & Batteries,16.19,5,1047
5868,TV & Display,99.95,30,667
38475,Other Electronics,269.99,0,101
19679,Cameras,66.22,30,144
6181,Laptops,829.99,40,78
42516,Laptops,8.99,15,587
21499,Phones,12.74,5,342
8731,Headphones,226.0,30,74
30976,Laptops,97.05,20,251
84,Laptops,166.62,30,14118
33725,Phones,179.95,5,9376
18421,Other Electronics,129.94,15,129
39904,Printers & Scanners,245.0,5,110
31009,Laptops,97.05,20,269
23620,Printers & Scanners,80.05,10,119
29240,Phones,129.99,40,735
38577,Other Electronics,24.99,10,319
34239,Other Electronics,82.99,15,117
24384,Laptops,24.99,15,358
40505,Cameras,89.99,20,249
24698,Phones,85.0,30,1044
25870,Laptops,43.99,10,244
8579,Other Electronics,1095.0,10,46
7398,Power & Batteries,25.47,10,22411
39771,Other Electronics,149.99,10,99
1935,Power & Batteries,25.47,20,25626
31804,Power & Batteries,23.26,15,24059
13172,Other Electronics,269.0,15,67
6958,Other Electronics,16.33,0,520
31201,Speakers,109.99,40,188
36353,Phones,13.99,30,571
5718,Phones,219.0,15,256
9087,Storage,64.95,40,304
497,TV & Display,179.99,40,4918
2568,Power & Batteries,25.47,10,22536
36391,Headphones,129.99,5,1097
37397,Laptops,139.99,10,125
27792,Power & Batteries,16.61,10,1095
33006,Cameras,74.99,15,229
31056,Phones,109.99,0,169
15460,Other Electronics,40.99,20,139
14597,Other Electronics,8.78,40,625
19471,Other Electronics,129.94,5,107
31237,Cameras,74.99,30,284
12825,Power & Batteries,25.47,5,21286
6464,Phones,49.99,0,377
32710,Speakers,69.99,10,333
28620,Laptops,269.0,20,130
31368,Other Electronics,206.96,20,115
42307,Chargers & Cables,329.99,20,65
7694,Other Electronics,569.95,30,72
25673,Cameras,269.95,15,125
3891,Power & Batteries,25.47,10,22440
18116,Cameras,66.01,5,109
5116,Laptops,139.99,5,217
34693,Phones,34.99,10,239
10262,Networking,26.99,5,216
31390,Speakers,109.99,15,120
32800,Other Electronics,77.0,20,130
10010,Laptops,178.49,40,80
5708,Cameras,39.95,5,531
9615,Laptops,34.99,15,237
35103,Gaming,179.99,20,122
39251,Phones,119.99,30,128
18071,Chargers & Cables,59.95,30,301
33255,Laptops,269.0,10,121
3424,Other Electronics,19.55,10,1134
29487,Power & Batteries,40.99,40,308
9208,Laptops,274.99,40,145
8573,Phones,31.99,15,466
26817,Power & Batteries,23.26,30,28505
582,Phones,69.0,30,11257
22705,Phones,8.99,30,788
30022,Networking,78.99,15,237
3054,Chargers & Cables,8.93,15,2414
40970,Laptops,282.04,5,99
2841,Laptops,189.99,30,584
28722,Laptops,97.0,40,304
3380,Power & Batteries,25.99,10,6780
13364,Other Electronics,10.6,5,294
11584,Power & Batteries,6.95,5,650
11126,Other Electronics,50.37,30,150
1446,TV & Display,21.99,20,3946
30736,Power & Batteries,16.61,15,1211
26086,Speakers,69.99,5,362
42461,Phones,599.95,20,58
